"GEO_ID","NAME","B05005_001E","B05005_001M","B05005_001MA","B05005_001EA","B05005_002E","B05005_002EA","B05005_002M","B05005_002MA","B05005_003E","B05005_003M","B05005_003MA","B05005_003EA","B05005_004E","B05005_004EA","B05005_004M","B05005_004MA","B05005_005E","B05005_005EA","B05005_005M","B05005_005MA","B05005_006E","B05005_006EA","B05005_006M","B05005_006MA","B05005_007E","B05005_007EA","B05005_007M","B05005_007MA","B05005_008E","B05005_008EA","B05005_008M","B05005_008MA","B05005_009E","B05005_009M","B05005_009MA","B05005_009EA","B05005_010E","B05005_010EA","B05005_010M","B05005_010MA","B05005_011E","B05005_011EA","B05005_011M","B05005_011MA","B05005_012E","B05005_012M","B05005_012MA","B05005_012EA","B05005_013E","B05005_013EA","B05005_013M","B05005_013MA","B05005_014E","B05005_014M","B05005_014MA","B05005_014EA","B05005_015E","B05005_015EA","B05005_015M","B05005_015MA","B05005_016E","B05005_016M","B05005_016MA","B05005_016EA","B05005_017E","B05005_017M","B05005_017MA","B05005_017EA","B05005_018E","B05005_018M","B05005_018MA","B05005_018EA","B05005_019E","B05005_019EA","B05005_019M","B05005_019MA","B05005_020E","B05005_020M","B05005_020MA","B05005_020EA","B05005_021E","B05005_021EA","B05005_021M","B05005_021MA","POPGROUP","POPGROUP_TTL",
"0500000US08069","Larimer County, Colorado","1306","339","null","null","779","null","265","null","0","123","null","null","779","null","265","null","254","null","121","null","525","null","240","null","339","null","150","null","0","null","123","null","339","150","null","null","203","null","118","null","136","null","103","null","146","79","null","null","0","null","123","null","146","79","null","null","131","null","74","null","15","23","null","null","42","41","null","null","11","19","null","null","31","null","36","null","31","36","null","null","0","null","123","null","016","Chinese alone (410-419)",
"0500000US09001","Fairfield County, Connecticut","5424","595","null","null","1546","null","348","null","0","123","null","null","1546","null","348","null","295","null","104","null","1251","null","340","null","1607","null","283","null","15","null","22","null","1592","283","null","null","734","null","193","null","858","null","208","null","1081","296","null","null","0","null","123","null","1081","296","null","null","1022","null","288","null","59","46","null","null","1190","226","null","null","30","31","null","null","1160","null","222","null","1147","222","null","null","13","null","25","null","016","Chinese alone (410-419)",
"0500000US09003","Hartford County, Connecticut","4398","547","null","null","1262","null","318","null","15","17","null","null","1247","null","317","null","366","null","169","null","881","null","227","null","1554","null","388","null","14","null","24","null","1540","383","null","null","672","null","188","null","868","null","274","null","954","213","null","null","19","null","20","null","935","211","null","null","793","null","199","null","142","77","null","null","628","215","null","null","9","14","null","null","619","null","212","null","594","210","null","null","25","null","40","null","016","Chinese alone (410-419)",
"0500000US09007","Middlesex County, Connecticut","514","227","null","null","219","null","132","null","0","123","null","null","219","null","132","null","94","null","60","null","125","null","111","null","120","null","78","null","0","null","123","null","120","78","null","null","50","null","40","null","70","null","73","null","74","60","null","null","0","null","123","null","74","60","null","null","38","null","28","null","36","51","null","null","101","71","null","null","0","123","null","null","101","null","71","null","95","70","null","null","6","null","13","null","016","Chinese alone (410-419)",
"0500000US09009","New Haven County, Connecticut","5580","547","null","null","1964","null","342","null","61","81","null","null","1903","null","331","null","105","null","63","null","1798","null","311","null","2215","null","409","null","13","null","22","null","2202","407","null","null","1219","null","338","null","983","null","253","null","856","231","null","null","0","null","123","null","856","231","null","null","580","null","173","null","276","159","null","null","545","171","null","null","0","123","null","null","545","null","171","null","518","166","null","null","27","null","30","null","016","Chinese alone (410-419)",
"0500000US09011","New London County, Connecticut","3092","436","null","null","928","null","240","null","25","31","null","null","903","null","240","null","98","null","58","null","805","null","242","null","1373","null","245","null","47","null","68","null","1326","253","null","null","852","null","238","null","474","null","200","null","494","159","null","null","0","null","123","null","494","159","null","null","407","null","148","null","87","67","null","null","297","127","null","null","0","123","null","null","297","null","127","null","248","114","null","null","49","null","50","null","016","Chinese alone (410-419)",
"0500000US09013","Tolland County, Connecticut","1232","228","null","null","623","null","187","null","0","123","null","null","623","null","187","null","69","null","58","null","554","null","188","null","301","null","155","null","9","null","14","null","292","155","null","null","128","null","101","null","164","null","112","null","268","131","null","null","0","null","123","null","268","131","null","null","245","null","118","null","23","28","null","null","40","46","null","null","0","123","null","null","40","null","46","null","40","46","null","null","0","null","123","null","016","Chinese alone (410-419)",
"0500000US10003","New Castle County, Delaware","4589","568","null","null","1742","null","413","null","10","15","null","null","1732","null","416","null","180","null","75","null","1552","null","419","null","1297","null","304","null","26","null","32","null","1271","295","null","null","655","null","203","null","616","null","190","null","762","207","null","null","0","null","119","null","762","207","null","null","623","null","182","null","139","89","null","null","788","216","null","null","38","46","null","null","750","null","211","null","734","210","null","null","16","null","20","null","016","Chinese alone (410-419)",
"0500000US11001","District of Columbia, District of Columbia","3279","452","null","null","1295","null","329","null","17","29","null","null","1278","null","331","null","201","null","113","null","1077","null","313","null","814","null","231","null","63","null","70","null","751","217","null","null","414","null","163","null","337","null","152","null","747","234","null","null","0","null","132","null","747","234","null","null","720","null","234","null","27","32","null","null","423","138","null","null","15","22","null","null","408","null","134","null","408","134","null","null","0","null","132","null","016","Chinese alone (410-419)",
"0500000US12001","Alachua County, Florida","2440","452","null","null","1359","null","361","null","50","80","null","null","1309","null","343","null","29","null","28","null","1280","null","342","null","643","null","262","null","18","null","27","null","625","265","null","null","353","null","193","null","272","null","139","null","236","133","null","null","0","null","136","null","236","133","null","null","236","null","133","null","0","136","null","null","202","116","null","null","0","136","null","null","202","null","116","null","202","116","null","null","0","null","136","null","016","Chinese alone (410-419)",
"0500000US12009","Brevard County, Florida","1547","355","null","null","511","null","224","null","66","84","null","null","445","null","211","null","149","null","92","null","296","null","184","null","521","null","290","null","0","null","136","null","521","290","null","null","300","null","156","null","221","null","210","null","178","91","null","null","0","null","136","null","178","91","null","null","161","null","91","null","17","28","null","null","337","138","null","null","0","136","null","null","337","null","138","null","332","138","null","null","5","null","7","null","016","Chinese alone (410-419)",
"0500000US12011","Broward County, Florida","7446","874","null","null","1476","null","431","null","28","32","null","null","1448","null","427","null","356","null","308","null","1092","null","307","null","2099","null","424","null","88","null","85","null","2011","425","null","null","1429","null","365","null","582","null","198","null","2407","421","null","null","132","null","105","null","2275","429","null","null","2081","null","418","null","194","101","null","null","1464","293","null","null","0","136","null","null","1464","null","293","null","1423","291","null","null","41","null","37","null","016","Chinese alone (410-419)",
