"GEO_ID","NAME","B05005_001E","B05005_001M","B05005_001MA","B05005_001EA","B05005_002E","B05005_002EA","B05005_002M","B05005_002MA","B05005_003E","B05005_003M","B05005_003MA","B05005_003EA","B05005_004E","B05005_004EA","B05005_004M","B05005_004MA","B05005_005E","B05005_005EA","B05005_005M","B05005_005MA","B05005_006E","B05005_006EA","B05005_006M","B05005_006MA","B05005_007E","B05005_007M","B05005_007MA","B05005_007EA","B05005_008E","B05005_008M","B05005_008MA","B05005_008EA","B05005_009E","B05005_009M","B05005_009MA","B05005_009EA","B05005_010E","B05005_010EA","B05005_010M","B05005_010MA","B05005_011E","B05005_011EA","B05005_011M","B05005_011MA","B05005_012E","B05005_012EA","B05005_012M","B05005_012MA","B05005_013E","B05005_013M","B05005_013MA","B05005_013EA","B05005_014E","B05005_014M","B05005_014MA","B05005_014EA","B05005_015E","B05005_015EA","B05005_015M","B05005_015MA","B05005_016E","B05005_016EA","B05005_016M","B05005_016MA","B05005_017E","B05005_017EA","B05005_017M","B05005_017MA","B05005_018E","B05005_018M","B05005_018MA","B05005_018EA","B05005_019E","B05005_019M","B05005_019MA","B05005_019EA","B05005_020E","B05005_020M","B05005_020MA","B05005_020EA","B05005_021E","B05005_021EA","B05005_021M","B05005_021MA","POPGROUP","POPGROUP_LABEL",
"0500000US09003","Hartford County, Connecticut","4764","594","null","null","737","null","231","null","10","17","null","null","727","null","233","null","17","null","19","null","710","null","234","null","1473","356","null","null","55","41","null","null","1418","348","null","null","530","null","177","null","888","null","288","null","1319","null","298","null","55","41","null","null","1264","309","null","null","731","null","198","null","533","null","240","null","1235","null","192","null","17","22","null","null","1218","190","null","null","1112","183","null","null","106","null","71","null","016","Chinese alone (410-419)",
"0500000US09005","Litchfield County, Connecticut","591","231","null","null","159","null","121","null","6","9","null","null","153","null","120","null","0","null","28","null","153","null","120","null","227","141","null","null","15","18","null","null","212","138","null","null","117","null","60","null","95","null","96","null","65","null","55","null","0","28","null","null","65","55","null","null","38","null","36","null","27","null","44","null","140","null","70","null","11","16","null","null","129","68","null","null","129","68","null","null","0","null","28","null","016","Chinese alone (410-419)",
"0500000US09007","Middlesex County, Connecticut","678","184","null","null","153","null","87","null","0","28","null","null","153","null","87","null","17","null","27","null","136","null","85","null","155","85","null","null","18","21","null","null","137","79","null","null","87","null","67","null","50","null","35","null","202","null","112","null","0","28","null","null","202","112","null","null","177","null","103","null","25","null","45","null","168","null","81","null","0","28","null","null","168","81","null","null","142","76","null","null","26","null","39","null","016","Chinese alone (410-419)",
"0500000US09009","New Haven County, Connecticut","6843","643","null","null","1552","null","333","null","12","20","null","null","1540","null","333","null","27","null","31","null","1513","null","334","null","1918","351","null","null","30","29","null","null","1888","347","null","null","452","null","222","null","1436","null","303","null","1925","null","399","null","92","63","null","null","1833","391","null","null","1168","null","285","null","665","null","206","null","1448","null","255","null","68","54","null","null","1380","242","null","null","1195","223","null","null","185","null","120","null","016","Chinese alone (410-419)",
"0500000US09011","New London County, Connecticut","3242","447","null","null","228","null","89","null","0","28","null","null","228","null","89","null","13","null","19","null","215","null","85","null","965","316","null","null","45","41","null","null","920","306","null","null","284","null","136","null","636","null","236","null","1166","null","324","null","15","16","null","null","1151","324","null","null","797","null","217","null","354","null","210","null","883","null","201","null","0","28","null","null","883","201","null","null","840","195","null","null","43","null","45","null","016","Chinese alone (410-419)",
"0500000US09013","Tolland County, Connecticut","1430","326","null","null","636","null","281","null","0","28","null","null","636","null","281","null","0","null","28","null","636","null","281","null","398","152","null","null","6","13","null","null","392","150","null","null","135","null","83","null","257","null","130","null","353","null","148","null","44","36","null","null","309","145","null","null","166","null","99","null","143","null","94","null","43","null","46","null","0","28","null","null","43","46","null","null","43","46","null","null","0","null","28","null","016","Chinese alone (410-419)",
"0500000US09015","Windham County, Connecticut","412","163","null","null","173","null","112","null","42","47","null","null","131","null","82","null","0","null","28","null","131","null","82","null","159","84","null","null","0","28","null","null","159","84","null","null","71","null","51","null","88","null","72","null","39","null","44","null","0","28","null","null","39","44","null","null","39","null","44","null","0","null","28","null","41","null","33","null","12","21","null","null","29","25","null","null","29","25","null","null","0","null","28","null","016","Chinese alone (410-419)",
"0500000US10003","New Castle County, Delaware","5264","674","null","null","1185","null","344","null","17","20","null","null","1168","null","345","null","4","null","10","null","1164","null","345","null","1888","379","null","null","9","14","null","null","1879","377","null","null","362","null","127","null","1517","null","341","null","1156","null","304","null","0","27","null","null","1156","304","null","null","739","null","247","null","417","null","153","null","1035","null","280","null","11","18","null","null","1024","281","null","null","950","228","null","null","74","null","87","null","016","Chinese alone (410-419)",
"0500000US11001","District of Columbia, District of Columbia","4199","489","null","null","1203","null","273","null","54","42","null","null","1149","null","270","null","70","null","57","null","1079","null","262","null","1258","289","null","null","76","63","null","null","1182","281","null","null","317","null","123","null","865","null","234","null","664","null","184","null","33","51","null","null","631","171","null","null","340","null","109","null","291","null","122","null","1074","null","228","null","43","36","null","null","1031","220","null","null","913","194","null","null","118","null","93","null","016","Chinese alone (410-419)",
"0500000US12001","Alachua County, Florida","2230","440","null","null","844","null","275","null","9","14","null","null","835","null","276","null","0","null","31","null","835","null","276","null","601","217","null","null","0","31","null","null","601","217","null","null","136","null","113","null","465","null","200","null","516","null","193","null","56","34","null","null","460","192","null","null","282","null","137","null","178","null","138","null","269","null","145","null","0","31","null","null","269","145","null","null","267","144","null","null","2","null","6","null","016","Chinese alone (410-419)",
"0500000US12009","Brevard County, Florida","2026","449","null","null","295","null","176","null","0","31","null","null","295","null","176","null","13","null","20","null","282","null","174","null","633","281","null","null","16","23","null","null","617","278","null","null","233","null","118","null","384","null","228","null","284","null","144","null","22","36","null","null","262","141","null","null","216","null","110","null","46","null","59","null","814","null","238","null","35","56","null","null","779","235","null","null","751","230","null","null","28","null","37","null","016","Chinese alone (410-419)",
